location,sex,age_interval,cause_id,year,val,last_update
Lebanon,Male,45-49 years,492,2010,48.21278425,12/31/2019
Lebanon,Female,45-49 years,492,2010,41.18721903,12/31/2019
Lebanon,Male,45-49 years,492,2011,48.97679221,12/31/2019
Lebanon,Female,45-49 years,492,2011,41.91990712,12/31/2019
Lebanon,Male,45-49 years,492,2012,49.70372118,12/31/2019
Lebanon,Female,45-49 years,492,2012,42.76854105,12/31/2019
Lebanon,Male,45-49 years,492,2013,50.04542407,12/31/2019
Lebanon,Female,45-49 years,492,2013,43.1922209,12/31/2019
Lebanon,Male,45-49 years,492,2014,50.13097861,12/31/2019
Lebanon,Female,45-49 years,492,2014,43.38784285,12/31/2019
Lebanon,Male,45-49 years,492,2015,50.63377659,12/31/2019
Lebanon,Female,45-49 years,492,2015,44.15762084,12/31/2019
Lebanon,Male,45-49 years,492,2016,50.20131515,12/31/2019
Lebanon,Female,45-49 years,492,2016,46.74770911,12/31/2019
Lebanon,Male,45-49 years,492,2017,50.51042291,12/31/2019
Lebanon,Female,45-49 years,492,2017,50.03439753,12/31/2019
Lebanon,Male,45-49 years,492,2018,52.94742546,12/31/2019
Lebanon,Female,45-49 years,492,2018,52.65167635,12/31/2019
Lebanon,Male,45-49 years,492,2019,55.170899,12/31/2019
Lebanon,Female,45-49 years,492,2019,54.54457685,12/31/2019
Lebanon,Male,50-54 years,492,2000,50.78247625,12/31/2019
Lebanon,Female,50-54 years,492,2000,39.35745309,12/31/2019
Lebanon,Male,50-54 years,492,2001,50.84732727,12/31/2019
Lebanon,Female,50-54 years,492,2001,39.86681892,12/31/2019
Lebanon,Male,50-54 years,492,2002,50.12495339,12/31/2019
Lebanon,Female,50-54 years,492,2002,39.61221256,12/31/2019
Lebanon,Male,50-54 years,492,2003,49.81950516,12/31/2019
Lebanon,Female,50-54 years,492,2003,39.64115016,12/31/2019
Lebanon,Male,50-54 years,492,2004,49.85888707,12/31/2019
Lebanon,Female,50-54 years,492,2004,39.48966033,12/31/2019
